id,host_id,neighbourhood_cleansed,room_type,latitude,longitude,price_clean,calculated_host_listings_count,availability_365,reviews_per_month,minimum_nights,commercialization_score,operator_type,high_confidence_commercial,signals_fired
7562169,39642944,la Sagrada Família,Private room,41.40647,2.18002,64.0,2,362,1.29,32,29.9,medium_term_room_rental,0,1
7562579,3689508,Sant Antoni,Entire home/apt,41.37825,2.15891,167.0,1,252,0.23,91,43.8,commercial,1,2
7574022,7347339,la Sagrada Família,Private room,41.40725,2.17251,30.0,2,318,0.5,31,27.5,medium_term_room_rental,0,1
7574593,4498407,la Dreta de l'Eixample,Entire home/apt,41.39124,2.16198,405.0,4,73,0.02,5,44.1,commercial,0,1
7586806,9478280,el Poblenou,Entire home/apt,41.39725,2.19791,174.0,28,317,0.6,1,58.9,commercial,1,2
7589134,39802227,el Poblenou,Entire home/apt,41.40339,2.2055,143.0,1,146,2.32,3,48.0,commercial,0,1
7589702,4212095,les Corts,Entire home/apt,41.38492,2.13079,168.0,33,118,0.59,1,48.3,commercial,0,1
7625392,5729069,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,41.40353,2.20933,327.0,15,358,0.04,1,60.4,commercial,1,2
7652799,2688205,la Vila de Gràcia,Entire home/apt,41.39888,2.16226,200.0,12,191,3.39,3,51.1,commercial,1,2
7663286,31383221,la Font de la Guatlla,Entire home/apt,41.37239583134176,2.147521220330346,227.0,1,187,1.0,3,50.2,commercial,1,2
7666563,38638443,Provençals del Poblenou,Entire home/apt,41.41463,2.20719,167.0,1,126,2.51,3,46.9,commercial,0,1
7668337,40256509,la Dreta de l'Eixample,Entire home/apt,41.389088,2.174127,209.0,1,209,2.02,3,51.4,commercial,1,2
7697720,40430085,Sants - Badal,Entire home/apt,41.37475,2.12407,118.0,1,82,2.66,4,44.5,commercial,0,1
7729232,18038725,la Sagrada Família,Entire home/apt,41.40076,2.17419,767.0,3,90,0.95,6,45.0,commercial,0,1
7736446,40659739,la Sagrada Família,Entire home/apt,41.40735,2.17944,180.0,1,269,2.67,3,54.7,commercial,1,2
7739287,40676061,el Fort Pienc,Entire home/apt,41.39585,2.18084,236.0,23,61,3.16,1,44.6,commercial,0,1
7742710,12387689,la Sagrada Família,Entire home/apt,41.40409,2.17885,128.0,1,158,2.41,4,48.6,commercial,0,1
7774099,2320210,el Fort Pienc,Entire home/apt,41.3938,2.17733,286.0,40,88,1.29,1,47.1,commercial,0,1
7793542,40676061,la Dreta de l'Eixample,Entire home/apt,41.38765,2.16738,220.0,23,81,2.35,1,45.7,commercial,0,1
7817372,3556337,Sant Antoni,Entire home/apt,41.38319,2.16281,213.0,84,318,1.89,1,62.3,commercial,1,2
7849007,3556337,Sant Antoni,Entire home/apt,41.38329,2.1614,255.0,84,311,1.81,1,61.9,commercial,1,2
7852092,3558810,Sant Antoni,Entire home/apt,41.37731,2.15386,219.0,1,127,2.75,2,46.9,commercial,0,1
7878502,40101313,el Carmel,Private room,41.42569,2.15808,,2,5,0.72,32,10.3,medium_term_room_rental,0,0
7881041,41542040,el Barri Gòtic,Entire home/apt,41.38372,2.17673,100.0,1,121,1.04,14,41.6,commercial,0,1
7917857,5729069,la Vila Olímpica del Poblenou,Entire home/apt,41.38937,2.19687,434.0,15,340,0.39,1,59.4,commercial,1,2
7940855,41878823,la Sagrada Família,Private room,41.40323,2.17784,618.0,2,362,0.02,15,24.9,casual,0,1
7944610,40676061,la Dreta de l'Eixample,Entire home/apt,41.38785,2.16513,200.0,23,90,2.29,1,46.2,commercial,0,1
7953354,27954529,el Poble Sec,Entire home/apt,41.37322,2.16194,107.0,4,278,4.43,1,55.4,commercial,1,2
7954069,27954529,el Poble Sec,Entire home/apt,41.37367,2.1665,99.0,4,307,4.22,1,57.0,commercial,1,2
7977915,40676061,l'Antiga Esquerra de l'Eixample,Entire home/apt,41.38727,2.15602,230.0,23,57,2.6,1,44.4,commercial,0,1
7991918,1447144,el Barri Gòtic,Entire home/apt,41.37884,2.17925,,413,365,0.03,2,84.1,commercial,1,3
7992057,1447144,el Poble Sec,Entire home/apt,41.37149,2.16758,173.0,413,359,,3,83.8,commercial,1,3
7998100,42219291,la Font de la Guatlla,Entire home/apt,41.371429443359375,2.1447739601135254,180.0,1,235,1.1,5,52.9,commercial,1,2
7998174,1447144,el Fort Pienc,Entire home/apt,41.39648,2.17782,238.0,413,99,0.63,3,69.5,commercial,1,2
8011996,1447144,la Sagrada Família,Entire home/apt,41.40412,2.17256,250.0,413,365,,1,84.1,commercial,1,3
8020706,40676061,Sant Antoni,Entire home/apt,41.37555,2.16093,270.0,23,81,3.36,1,45.7,commercial,0,1
8021692,40676061,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38865,2.17644,258.0,23,72,2.72,1,45.2,commercial,0,1
8030534,32968395,la Nova Esquerra de l'Eixample,Entire home/apt,41.385059,2.146526,206.0,2,186,3.28,3,50.2,commercial,1,2
8058065,40676061,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38887,2.17761,226.0,23,65,2.53,1,44.8,commercial,0,1
8075519,39328627,Sant Antoni,Entire home/apt,41.38546,2.16313,710.0,5,88,0.89,1,45.0,commercial,0,1
8075826,39328627,Sant Antoni,Entire home/apt,41.3854,2.16335,924.0,5,332,4.03,1,58.4,commercial,1,2
8075880,14528635,la Font d'en Fargues,Private room,41.42212,2.16948,40.0,1,161,0.04,1,18.8,casual,0,0
8096273,4918740,Sant Antoni,Entire home/apt,41.37588,2.15944,257.0,6,319,1.9,2,57.8,commercial,1,2
8099214,154251,la Vila Olímpica del Poblenou,Entire home/apt,41.39027,2.19535,154.0,1,51,2.45,3,42.7,commercial,0,1
8099797,4064440,Sant Antoni,Entire home/apt,41.37964,2.16196,1420.0,21,198,1.56,3,52.0,commercial,1,2
8119434,42877181,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,41.40538,2.21077,113.0,1,151,0.18,31,48.2,medium_term_home_rental,0,1
8122193,42885335,el Barri Gòtic,Private room,41.38108,2.17572,33.0,1,349,1.52,31,29.1,medium_term_room_rental,0,1
8126804,34344215,les Tres Torres,Entire home/apt,41.39587,2.13336,263.0,3,312,0.84,4,57.2,commercial,1,2
8127016,42906962,el Raval,Private room,41.38126,2.17007,75.0,6,304,0.35,31,26.9,medium_term_room_rental,0,1
8148676,40316585,el Barri Gòtic,Entire home/apt,41.3839,2.17832,,1,249,2.6,2,53.6,commercial,1,2
8181239,43161356,la Dreta de l'Eixample,Entire home/apt,41.393,2.16905,176.0,1,255,4.07,1,54.0,commercial,1,2
8181912,3556337,la Vila de Gràcia,Entire home/apt,41.40036,2.15839,163.0,84,333,2.09,1,63.1,commercial,1,2
8185162,1093718,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38551,2.17866,50.0,14,272,0.17,32,55.7,medium_term_home_rental,1,2
8211981,2342881,la Font d'en Fargues,Private room,41.42527,2.1591,,1,2,0.15,31,10.1,medium_term_room_rental,0,0
8216047,336524176,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,41.40503,2.17114,,27,22,0.03,32,42.7,medium_term_home_rental,0,1
8216291,336524176,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,41.40418,2.16968,110.0,27,111,0.01,31,47.6,medium_term_home_rental,0,1
8216403,42584034,el Putxet i el Farró,Private room,41.40633,2.14707,56.0,1,302,2.15,30,31.5,medium_term_room_rental,0,1
8221000,43349865,Horta,Entire home/apt,41.43087,2.16157,159.0,1,268,2.31,1,54.7,commercial,1,2
8262126,336522213,Sant Antoni,Entire home/apt,41.37803,2.16337,,4,239,0.36,75,43.3,commercial,1,2
8269439,336524176,la Sagrada Família,Entire home/apt,41.40319,2.17304,110.0,27,103,0.01,31,47.1,medium_term_home_rental,0,1
8269705,336524176,la Sagrada Família,Entire home/apt,41.4048,2.17283,,27,69,0.05,32,45.3,medium_term_home_rental,0,1
8270716,336524176,la Sagrada Família,Entire home/apt,41.40475,2.17315,99.0,27,163,0.02,32,50.4,medium_term_home_rental,0,1
8271873,43614678,el Turó de la Peira,Private room,41.43132,2.17369,20.0,1,103,2.8,32,15.6,medium_term_room_rental,0,0
8278517,1447144,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38458,2.17893,208.0,413,365,0.05,3,84.1,commercial,1,3
8279661,34344215,el Guinardó,Entire home/apt,41.41928,2.17588,203.0,3,335,0.87,4,58.5,commercial,1,2
8288407,40681358,la Vila Olímpica del Poblenou,Entire home/apt,41.39354,2.19271,143.0,1,363,,31,59.9,medium_term_home_rental,1,2
8298702,6797428,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38366,2.18021,162.0,15,97,1.7,3,46.1,commercial,0,1
8299987,6797428,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38361,2.18009,162.0,15,88,1.32,3,45.6,commercial,0,1
8300001,6797428,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38366,2.18021,162.0,15,151,1.15,3,49.1,commercial,0,1
8303878,5636973,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,41.40229,2.16722,,2,235,2.19,2,52.9,commercial,1,2
8305335,7347569,el Camp d'en Grassot i Gràcia Nova,Private room,41.40433,2.17192,63.0,3,343,1.62,3,28.9,casual,0,1
8346082,3971935,la Vila de Gràcia,Entire home/apt,41.40071,2.16237,128.0,4,94,0.65,6,45.3,commercial,0,1
8350579,1447144,la Sagrada Família,Entire home/apt,41.40337,2.17275,900.0,413,365,0.05,1,84.1,commercial,1,3
8352635,1447144,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,41.4037,2.17071,,413,365,0.01,2,84.1,commercial,1,3
8378107,35936647,Sant Antoni,Entire home/apt,41.37798,2.16163,168.0,44,340,1.52,1,61.1,commercial,1,2
8403840,41832053,les Corts,Entire home/apt,41.38833,2.142,82.0,6,296,0.26,32,56.5,medium_term_home_rental,1,2
8405901,1842754,la Dreta de l'Eixample,Entire home/apt,41.3972,2.1733,118.0,1,167,0.12,31,49.1,medium_term_home_rental,0,1
8414793,375625,el Poblenou,Entire home/apt,41.39909,2.20733,328.0,6,258,2.45,1,54.4,commercial,1,2
8442239,1447144,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38289,2.18105,216.0,413,365,0.07,3,84.1,commercial,1,3
8484828,2400841,el Fort Pienc,Entire home/apt,41.3928,2.18075,,1,210,2.45,2,51.5,commercial,1,2
8494006,11175625,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.3842,2.18111,60.0,3,303,0.24,32,56.7,medium_term_home_rental,1,2
8502828,44432141,Sants - Badal,Private room,41.37689,2.12593,,1,24,0.96,31,11.3,medium_term_room_rental,0,0
8521963,44871936,Sants,Private room,41.37489,2.14043,21.0,3,256,0.08,31,24.1,medium_term_room_rental,0,1
8553863,42613804,el Poble Sec,Entire home/apt,41.37369,2.16159,80.0,2,250,0.23,32,53.7,medium_term_home_rental,1,2
8567422,42906962,el Raval,Private room,41.37954,2.16855,66.0,6,303,0.36,31,26.9,medium_term_room_rental,0,1
8568204,1447144,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38432,2.18138,191.0,413,365,,1,84.1,commercial,1,3
8609685,42906962,el Raval,Private room,41.38015,2.1696,40.0,6,241,0.28,31,23.5,medium_term_room_rental,0,1
8631929,1447144,l'Antiga Esquerra de l'Eixample,Entire home/apt,41.38874,2.1523,,413,365,0.03,30,89.1,medium_term_home_rental,1,3
8638224,44913823,la Vila de Gràcia,Private room,41.39866,2.15843,24.0,9,287,2.34,31,26.2,medium_term_room_rental,0,1
8647150,8130969,les Corts,Entire home/apt,41.38434982299805,2.1407370567321777,185.0,5,322,2.02,4,57.9,commercial,1,2
8661298,27573426,el Raval,Entire home/apt,41.383519123987966,2.1692391303283145,74.0,15,245,0.1,32,54.2,medium_term_home_rental,1,2
8661774,27573426,el Raval,Entire home/apt,41.38351,2.16931,76.0,15,321,0.18,32,58.4,medium_term_home_rental,1,2
8662474,27573426,el Barri Gòtic,Entire home/apt,41.38508,2.17147,78.0,15,332,0.11,32,59.0,medium_term_home_rental,1,2
8662791,27573426,el Barri Gòtic,Entire home/apt,41.38438,2.17149,76.0,15,300,0.11,32,57.2,medium_term_home_rental,1,2
8664238,27573426,el Raval,Entire home/apt,41.38364,2.16958,64.0,15,290,0.16,32,56.7,medium_term_home_rental,1,2
8666413,45263964,"Sant Pere, Santa Caterina i la Ribera",Private room,41.3843,2.18331,,1,365,0.34,32,30.0,medium_term_room_rental,0,1
8677938,5843487,les Tres Torres,Entire home/apt,41.3925,2.13053,116.0,13,219,1.14,1,52.7,commercial,1,2
8686952,1447144,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38486,2.17996,208.0,413,341,1.15,3,82.8,commercial,1,3
8687504,1447144,el Poble Sec,Entire home/apt,41.372596740722656,2.166659116744995,173.0,413,356,0.5,3,83.6,commercial,1,3
8708285,1744516,la Sagrada Família,Entire home/apt,41.40549,2.18052,180.0,39,81,0.63,3,46.6,commercial,0,1
8734389,45827229,Navas,Private room,41.42042,2.18664,127.0,1,217,3.32,2,21.9,casual,0,1
8747669,1447144,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,41.40376,2.17121,131.0,413,365,0.03,32,84.1,medium_term_home_rental,1,3
8747799,21001957,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38552,2.18142,159.0,3,276,0.41,32,55.2,medium_term_home_rental,1,2
8757334,14729996,la Sagrada Família,Entire home/apt,41.40597,2.18094,130.0,2,302,2.23,6,56.6,commercial,1,2
8769293,3556337,la Sagrada Família,Entire home/apt,41.40142,2.1755,172.0,84,336,2.28,1,63.3,commercial,1,2
8775818,1744516,la Sagrada Família,Entire home/apt,41.40566,2.17947,1008.0,39,198,0.09,2,53.0,commercial,1,2
8806993,43565515,la Dreta de l'Eixample,Entire home/apt,41.3928,2.15943,216.0,34,326,0.14,1,59.8,commercial,1,2
8811813,46159733,Sants,Entire home/apt,41.38148,2.13617,148.0,8,272,4.06,2,55.3,commercial,1,2
8855219,1994100,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,41.40895,2.16026,140.0,3,291,1.76,3,56.1,commercial,1,2
8877394,35712072,la Vila de Gràcia,Entire home/apt,41.39998,2.16165,172.0,17,193,3.18,2,51.5,commercial,1,2
8880938,17688149,el Poble Sec,Entire home/apt,41.37371826171875,2.171539068222046,158.0,3,158,3.35,3,48.7,commercial,0,1
8881364,46159733,Sants,Entire home/apt,41.37984,2.13544,152.0,8,235,4.12,2,53.3,commercial,1,2
8882078,46159733,Sants,Entire home/apt,41.37931,2.13687,206.0,8,290,4.28,2,56.3,commercial,1,2
8895163,46536544,la Sagrada Família,Entire home/apt,41.4017,2.17497,245.0,1,237,4.66,6,53.0,commercial,1,2
8905236,6099660,el Camp de l'Arpa del Clot,Entire home/apt,41.41173,2.17953,186.0,27,332,1.29,1,59.7,commercial,1,2
8905754,19350210,la Bordeta,Private room,41.37119,2.14227,50.0,2,354,0.11,31,29.5,medium_term_room_rental,0,1
8923214,1035045,la Prosperitat,Entire home/apt,41.44155,2.18583,75.0,4,364,0.1,31,60.1,medium_term_home_rental,1,2
8931118,46696994,la Dreta de l'Eixample,Entire home/apt,41.38807,2.16667,368.0,5,330,3.48,1,58.3,commercial,1,2
8933578,43565515,el Parc i la Llacuna del Poblenou,Entire home/apt,41.391201,2.18446,321.0,34,357,0.45,1,61.5,commercial,1,2
8940271,210484,Sant Martí de Provençals,Private room,41.41845,2.1982,50.0,1,89,,31,14.8,medium_term_room_rental,0,0
8949457,7347569,la Sagrada Família,Private room,41.40644,2.17025,75.0,3,353,1.16,3,29.5,casual,0,1
8986953,46935692,el Clot,Private room,41.41104,2.18713,63.0,2,27,0.77,4,11.5,casual,0,0
8998165,32037490,la Vila Olímpica del Poblenou,Entire home/apt,41.39158,2.18976,267.0,257,202,1.04,2,66.0,commercial,1,2
9005462,7539597,el Barri Gòtic,Entire home/apt,41.37971,2.17976,46.0,1,23,1.67,3,41.2,commercial,0,1
9038526,47171261,la Vila Olímpica del Poblenou,Entire home/apt,41.39212,2.19904,285.0,66,347,1.55,3,62.8,commercial,1,2
9048372,42109537,la Maternitat i Sant Ramon,Entire home/apt,41.37681,2.11308,153.0,2,156,1.16,4,48.6,commercial,0,1
9075880,47333975,les Roquetes,Entire home/apt,41.447842,2.177647,136.0,1,12,1.74,6,40.6,commercial,0,1
9079017,47347356,la Dreta de l'Eixample,Entire home/apt,41.39483,2.17613,400.0,2,256,3.74,3,54.1,commercial,1,2
9083624,14449216,el Raval,Entire home/apt,41.37889,2.16692,,1,14,0.12,32,40.7,medium_term_home_rental,0,1
9111304,2395550,Provençals del Poblenou,Entire home/apt,41.40925,2.20368,74.0,1,127,0.1,32,46.9,medium_term_home_rental,0,1
9121459,17751441,Sant Antoni,Entire home/apt,41.38403,2.16291,256.0,13,227,1.03,5,53.1,commercial,1,2
9140899,6710684,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,41.40376,2.2095,215.0,1,317,3.69,2,57.4,commercial,1,2
9152793,47650926,Sant Antoni,Entire home/apt,41.37516,2.15633,196.0,1,44,1.15,2,42.4,commercial,0,1
9250135,36607755,el Parc i la Llacuna del Poblenou,Private room,41.39175,2.18616,91.0,136,341,,32,36.6,medium_term_room_rental,0,1
9251356,46696994,la Dreta de l'Eixample,Entire home/apt,41.39051,2.1641,374.0,5,321,3.17,1,57.8,commercial,1,2
9270758,17751441,Sant Antoni,Entire home/apt,41.384,2.16176,270.0,13,225,1.03,5,53.0,commercial,1,2
9289648,36607755,el Parc i la Llacuna del Poblenou,Private room,41.39209,2.1876,91.0,136,341,,32,36.6,medium_term_room_rental,0,1
9292045,27515602,la Vila de Gràcia,Entire home/apt,41.40469,2.16081,298.0,4,144,2.26,3,48.0,commercial,0,1
9306147,48309752,la Sagrada Família,Entire home/apt,41.4044,2.17445,185.0,1,49,3.17,3,42.6,commercial,0,1
9309091,1447144,la Nova Esquerra de l'Eixample,Entire home/apt,41.38729,2.15172,,413,365,0.2,30,89.1,medium_term_home_rental,1,3
9313510,1447144,el Barri Gòtic,Entire home/apt,41.38143,2.1804,225.0,413,123,1.08,3,70.8,commercial,1,2
9357521,8130906,la Vila de Gràcia,Entire home/apt,41.39897,2.15688,383.0,60,138,1.35,1,51.0,commercial,0,1
9362251,4396136,el Poble Sec,Entire home/apt,41.37333,2.15451,190.0,15,80,0.37,3,45.2,commercial,0,1
9380158,27573426,Vallcarca i els Penitents,Entire home/apt,41.41392,2.14592,175.0,15,294,1.21,1,56.9,commercial,1,2
9412798,1447144,la Sagrada Família,Entire home/apt,41.40228,2.17271,1200.0,413,365,0.05,1,84.1,commercial,1,3
9447591,21990117,"Sant Pere, Santa Caterina i la Ribera",Private room,41.38408,2.18334,27.0,3,220,2.33,32,22.1,medium_term_room_rental,0,1
9469705,17590968,Sants,Entire home/apt,41.37807,2.13786,128.0,1,317,2.36,2,57.4,commercial,1,2
9483720,8130906,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,41.40345,2.21314,371.0,60,230,0.96,1,56.0,commercial,1,2
9487962,8130906,la Dreta de l'Eixample,Entire home/apt,41.39207,2.17858,362.0,60,246,0.75,1,56.9,commercial,1,2
9488554,1447144,la Sagrada Família,Entire home/apt,41.40211,2.17154,500.0,413,363,0.1,2,84.0,commercial,1,3
9518537,8130906,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,41.40576,2.21533,919.0,60,264,0.71,1,57.9,commercial,1,2
9521249,7416666,el Fort Pienc,Entire home/apt,41.39972,2.17763,322.0,1,316,4.47,1,57.3,commercial,1,2
9523853,1744516,la Sagrada Família,Entire home/apt,41.40543,2.18095,186.0,39,82,0.77,3,46.7,commercial,0,1
9537761,1986299,la Vila de Gràcia,Entire home/apt,41.39744,2.15716,184.0,27,196,0.76,1,52.2,commercial,1,2
9601840,8130906,la Dreta de l'Eixample,Entire home/apt,41.38743,2.16785,378.0,60,142,0.99,1,51.2,commercial,0,1
9602167,3556337,l'Antiga Esquerra de l'Eixample,Entire home/apt,41.39288,2.15318,231.0,84,324,2.32,1,62.6,commercial,1,2
9602216,3556337,la Vila de Gràcia,Entire home/apt,41.40036,2.15839,190.0,84,334,2.22,1,63.2,commercial,1,2
9602351,3556337,la Vila de Gràcia,Entire home/apt,41.40119,2.15816,159.0,84,332,2.07,1,63.0,commercial,1,2
9602587,3556337,la Nova Esquerra de l'Eixample,Entire home/apt,41.381626,2.153504,186.0,84,312,2.53,1,61.9,commercial,1,2
9620968,25064198,Sant Gervasi - Galvany,Entire home/apt,41.39512,2.14896,294.0,2,113,0.53,3,46.2,commercial,0,1
9626098,8130906,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,41.40361,2.21314,427.0,60,265,0.94,2,58.0,commercial,1,2
9639522,43399128,l'Antiga Esquerra de l'Eixample,Private room,41.38861,2.16262,69.0,1,31,2.67,32,11.6,medium_term_room_rental,0,0
9659140,8130906,la Dreta de l'Eixample,Entire home/apt,41.39179,2.17767,337.0,60,198,1.26,1,54.3,commercial,1,2
9659171,49918232,Vallcarca i els Penitents,Entire home/apt,41.40697,2.14924,192.0,2,93,1.89,4,45.1,commercial,0,1
9661517,8130906,la Dreta de l'Eixample,Entire home/apt,41.38843,2.17059,455.0,60,327,0.32,1,61.4,commercial,1,2
9661897,49918232,el Baix Guinardó,Entire home/apt,41.40917,2.16884,945.0,2,148,1.13,1,48.1,commercial,0,1
9663802,2092211,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,41.40517,2.16828,,2,64,0.18,3,43.5,commercial,0,1
9684383,9466729,la Nova Esquerra de l'Eixample,Entire home/apt,41.38041,2.15501,215.0,2,290,3.38,2,55.9,commercial,1,2
9688838,10180380,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38335,2.18259,45.0,3,107,0.14,32,45.9,medium_term_home_rental,0,1
9701861,6709450,la Vila de Gràcia,Entire home/apt,41.40348,2.15568,210.0,2,110,2.19,3,46.0,commercial,0,1
9702103,9529012,el Raval,Entire home/apt,41.37774,2.17365,67.0,1,229,0.06,32,52.5,medium_term_home_rental,1,2
9702473,3678711,la Sagrada Família,Entire home/apt,41.4108,2.17417,222.0,13,107,1.2,1,46.5,commercial,0,1
9731830,26513958,Sants,Entire home/apt,41.37382,2.13712,148.0,6,65,2.16,3,43.8,commercial,0,1
9741613,2202284,la Dreta de l'Eixample,Entire home/apt,41.39353,2.17289,307.0,21,102,1.43,4,46.7,commercial,0,1
9750334,50291804,Sant Antoni,Entire home/apt,41.37789,2.16164,187.0,2,334,1.49,3,58.4,commercial,1,2
9767973,6099660,el Camp de l'Arpa del Clot,Entire home/apt,41.41168,2.17949,158.0,27,330,0.99,1,59.6,commercial,1,2
9768214,6099660,el Camp de l'Arpa del Clot,Entire home/apt,41.41158,2.17951,166.0,27,333,1.05,1,59.8,commercial,1,2
9772463,50384829,"Sant Pere, Santa Caterina i la Ribera",Private room,41.38431,2.17909,149.0,1,117,0.34,32,16.4,medium_term_room_rental,0,0
9783502,8130906,la Dreta de l'Eixample,Entire home/apt,41.38748,2.16802,342.0,60,285,1.61,1,59.1,commercial,1,2
9804742,50515381,el Barri Gòtic,Private room,41.38154,2.177,45.0,1,359,0.93,31,29.7,medium_term_room_rental,0,1
9806352,15052431,el Besòs i el Maresme,Private room,41.41231,2.22133,37.0,6,364,0.09,30,35.2,medium_term_room_rental,0,1
9841823,9477063,el Poble Sec,Entire home/apt,41.3724,2.16219,219.0,9,303,3.23,4,57.1,commercial,1,2
9850272,28075490,la Vila de Gràcia,Private room,41.40728,2.15826,82.0,1,270,0.84,180,14.8,medium_term_room_rental,0,1
9891945,10547296,l'Antiga Esquerra de l'Eixample,Entire home/apt,41.39133,2.15565,134.0,42,85,1.45,1,47.0,commercial,0,1
9892504,50885817,la Vila de Gràcia,Entire home/apt,41.40146,2.16221,229.0,3,154,3.47,3,48.5,commercial,0,1
9895577,50897618,el Camp d'en Grassot i Gràcia Nova,Private room,41.40576,2.16462,300.0,1,363,0.05,60,19.9,medium_term_room_rental,0,1
9897617,299462,la Vila de Gràcia,Entire home/apt,41.39936,2.15771,130.0,130,340,2.59,3,66.2,commercial,1,2
9898380,6182351,Provençals del Poblenou,Entire home/apt,41.40524,2.19418,249.0,1,189,2.22,4,50.3,commercial,1,2
9911528,22886148,la Dreta de l'Eixample,Entire home/apt,41.396270751953125,2.161439895629883,312.0,5,189,0.21,1,50.6,commercial,1,2
9914165,8130906,la Dreta de l'Eixample,Entire home/apt,41.386,2.1664,319.0,60,202,0.8,1,54.5,commercial,1,2
9931276,29856086,el Putxet i el Farró,Private room,41.40251,2.14522,,1,13,1.35,32,10.7,medium_term_room_rental,0,0
9937100,3479346,el Barri Gòtic,Entire home/apt,41.38652,2.17127,100.0,15,238,1.34,31,53.8,medium_term_home_rental,1,2
9937559,3479346,el Barri Gòtic,Entire home/apt,41.38642,2.1711,165.0,15,174,1.48,31,50.3,medium_term_home_rental,0,1
9956262,7542275,Sants,Entire home/apt,41.37328,2.1376,167.0,1,296,2.94,3,56.2,commercial,1,2
9966956,2321941,el Raval,Entire home/apt,41.38173,2.16794,43.0,1,228,0.25,31,52.5,medium_term_home_rental,1,2
9977956,4950474,el Raval,Entire home/apt,41.3782,2.16951,206.0,5,268,1.01,6,54.9,commercial,1,2
9984886,9390264,Sants - Badal,Private room,41.37471,2.12853,26.0,2,231,0.28,32,22.7,medium_term_room_rental,0,1
9996765,9445480,el Fort Pienc,Entire home/apt,41.39682,2.17861,229.0,1,279,2.92,1,55.3,commercial,1,2
9997240,3479346,el Barri Gòtic,Entire home/apt,41.38613,2.17164,120.0,15,215,1.59,31,52.6,medium_term_home_rental,1,2
10009651,51412210,la Nova Esquerra de l'Eixample,Entire home/apt,41.38504,2.14706,165.0,1,33,2.79,5,41.8,commercial,0,1
10027256,34262767,la Prosperitat,Private room,41.43951,2.17662,38.0,2,339,1.92,2,28.6,casual,0,1
10031534,1744516,la Sagrada Família,Entire home/apt,41.40704,2.18098,184.0,39,81,0.47,3,46.6,commercial,0,1
10038461,4687292,el Poble Sec,Entire home/apt,41.37431,2.16577,136.0,1,271,3.82,2,54.8,commercial,1,2
10062514,51637783,Sant Antoni,Private room,41.38116,2.15767,57.0,1,60,0.06,7,8.2,casual,0,0
10062581,4432210,l'Antiga Esquerra de l'Eixample,Private room,41.38773,2.1521,98.0,1,25,1.82,1,11.3,casual,0,0
10078923,4116737,la Barceloneta,Entire home/apt,41.38223,2.18798,45.0,1,196,0.38,31,50.7,medium_term_home_rental,1,2
10081738,51731660,el Barri Gòtic,Private room,41.38315,2.17971,28.0,1,205,0.27,32,21.2,medium_term_room_rental,0,1
10082639,67353,"Sant Pere, Santa Caterina i la Ribera",Private room,41.38838,2.17895,,2,16,0.84,31,10.9,medium_term_room_rental,0,0
10101846,2202284,Sants,Entire home/apt,41.38027,2.14167,212.0,21,127,1.55,4,48.1,commercial,0,1
10109984,51883557,Hostafrancs,Private room,41.37259,2.14336,47.0,1,326,0.49,31,27.9,medium_term_room_rental,0,1
10113300,10380563,la Dreta de l'Eixample,Entire home/apt,41.39213,2.17151,113.0,36,76,1.55,1,46.2,commercial,0,1
10114547,51903875,la Maternitat i Sant Ramon,Entire home/apt,41.37762,2.11695,268.0,1,34,2.15,4,41.8,commercial,0,1
10127537,10547296,el Barri Gòtic,Entire home/apt,41.38443,2.17202,89.0,42,76,0.15,1,46.5,commercial,0,1
10132170,10380563,la Dreta de l'Eixample,Entire home/apt,41.39271,2.17117,319.0,36,43,1.86,1,44.4,commercial,0,1
10132419,10380563,la Dreta de l'Eixample,Entire home/apt,41.39196,2.1704,301.0,36,72,1.74,1,45.9,commercial,0,1
