id,host_id,neighbourhood_cleansed,room_type,latitude,longitude,price_clean,calculated_host_listings_count,availability_365,reviews_per_month,minimum_nights,commercialization_score,operator_type,high_confidence_commercial,signals_fired
604370268896110791,202668449,la Trinitat Nova,Private room,41.44765,2.18265,69.0,2,365,,31,30.1,medium_term_room_rental,0,1
604803375672753220,346367515,les Corts,Entire home/apt,41.39106,2.13563,265.0,514,135,,32,77.4,medium_term_home_rental,1,2
605507131242827657,76219715,la Vila Olímpica del Poblenou,Entire home/apt,41.38719659293799,2.1983581715058835,500.0,1,365,0.23,1,60.0,commercial,1,2
605703518340969075,114398059,el Guinardó,Entire home/apt,41.4186,2.17134,78.0,1,131,0.44,32,47.1,medium_term_home_rental,0,1
605756158541697175,173993443,les Corts,Entire home/apt,41.39227,2.1298,190.0,16,123,0.75,4,47.6,commercial,0,1
607685338137921898,69854162,la Sagrada Família,Private room,41.40544,2.17517,76.0,1,27,1.5,31,11.4,medium_term_room_rental,0,0
607793779543659578,48811338,el Poblenou,Private room,41.40692,2.20366,36.0,2,71,0.31,31,13.9,medium_term_room_rental,0,0
607907530110718284,420415595,Sant Andreu,Private room,41.438412,2.190909,30.0,1,347,0.77,32,29.0,medium_term_room_rental,0,1
608326711171270326,342801269,el Raval,Private room,41.38559,2.16517,192.0,7,328,3.0,2,28.3,casual,0,1
608495139527023905,18223395,les Corts,Entire home/apt,41.38733,2.13853,80.0,3,256,,32,54.1,medium_term_home_rental,1,2
608550274459547175,346367515,l'Antiga Esquerra de l'Eixample,Entire home/apt,41.38459,2.15594,,514,6,0.03,32,70.3,medium_term_home_rental,1,2
608748089605121488,7297778,Sant Antoni,Entire home/apt,41.37728,2.15483,85.0,1,198,0.2,31,50.8,medium_term_home_rental,1,2
609047070960661988,387595193,la Dreta de l'Eixample,Entire home/apt,41.39002,2.16175,,10,350,0.46,32,59.7,medium_term_home_rental,1,2
609239858286446531,370718107,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,41.40508,2.16694,,48,12,0.13,1,43.4,commercial,0,1
609243232644898085,370718107,Sants,Entire home/apt,41.37318,2.13736,164.0,48,43,2.64,1,45.1,commercial,0,1
609250446729187937,194229020,Sant Antoni,Private room,41.38435,2.16215,293.0,6,320,0.05,1,27.8,casual,0,1
609317556986795832,455185866,la Dreta de l'Eixample,Entire home/apt,41.389565,2.163969,171.0,15,356,0.03,31,60.3,medium_term_home_rental,1,2
609360241791962367,989240,Hostafrancs,Entire home/apt,41.37641,2.14274,113.0,1,202,0.18,32,51.0,medium_term_home_rental,1,2
610718781533908143,253465692,el Barri Gòtic,Entire home/apt,41.38354,2.17872,112.0,31,87,0.26,32,46.5,medium_term_home_rental,0,1
610729666273958375,253465692,el Barri Gòtic,Entire home/apt,41.38202,2.17713,86.0,31,214,0.23,32,53.5,medium_term_home_rental,1,2
610730723559312930,253465692,el Barri Gòtic,Entire home/apt,41.38214,2.17719,70.0,31,186,0.31,32,51.9,medium_term_home_rental,1,2
611265544080253935,355345015,"Sant Pere, Santa Caterina i la Ribera",Private room,41.38957,2.17987,19.0,7,133,0.49,32,17.6,medium_term_room_rental,0,0
612243398033258133,455799150,la Dreta de l'Eixample,Entire home/apt,41.39303,2.15942,234.0,4,323,3.04,5,57.9,commercial,1,2
612300869059921019,455819500,la Vila de Gràcia,Entire home/apt,41.40684,2.15425,50.0,1,125,0.08,32,46.8,medium_term_home_rental,0,1
612312631984786535,748842,el Poblenou,Entire home/apt,41.39524,2.20015,114.0,1,164,0.14,31,49.0,medium_term_home_rental,0,1
612315805329855745,2202284,la Guineueta,Entire home/apt,41.43615,2.17145,80.0,21,252,0.2,31,55.0,medium_term_home_rental,1,2
612685187365252680,346367515,la Dreta de l'Eixample,Entire home/apt,41.39153,2.16538,,514,308,,32,86.9,medium_term_home_rental,1,3
612744077713963174,346367515,la Dreta de l'Eixample,Entire home/apt,41.396465258634336,2.1770611577082906,134.0,514,245,0.07,32,83.4,medium_term_home_rental,1,3
612773261241707947,346367515,la Dreta de l'Eixample,Entire home/apt,41.39631,2.17701,148.0,514,314,0.04,32,87.2,medium_term_home_rental,1,3
612852285075636149,346367515,la Dreta de l'Eixample,Entire home/apt,41.39653628601897,2.1770249493883305,133.0,514,307,0.12,32,86.8,medium_term_home_rental,1,3
612868627020257697,394270439,la Sagrada Família,Entire home/apt,41.41007,2.17561,189.0,38,329,2.33,4,60.2,commercial,1,2
612868849985013103,394270439,el Fort Pienc,Entire home/apt,41.39615,2.17999,275.0,38,319,2.4,4,59.6,commercial,1,2
612869275012681908,394270439,la Dreta de l'Eixample,Entire home/apt,41.39019,2.1754,215.0,38,290,3.28,4,58.0,commercial,1,2
612869429073794762,394270439,la Dreta de l'Eixample,Entire home/apt,41.39019,2.1754,206.0,38,340,2.83,4,60.8,commercial,1,2
613145619545540994,429753625,la Dreta de l'Eixample,Entire home/apt,41.38967,2.16564,240.0,1,365,,31,60.0,medium_term_home_rental,1,2
613392212317827360,456078119,Sant Antoni,Entire home/apt,41.37926,2.15565,72.0,1,365,,32,60.0,medium_term_home_rental,1,2
613437064983034690,355345015,el Raval,Private room,41.376943524288286,2.166793873079598,19.0,7,89,0.34,32,15.2,medium_term_room_rental,0,0
613469026813250579,383290348,l'Antiga Esquerra de l'Eixample,Entire home/apt,41.392452,2.156243,140.0,1,318,0.18,31,57.4,medium_term_home_rental,1,2
613483731426168134,455185866,la Dreta de l'Eixample,Entire home/apt,41.389565,2.163969,429.0,15,213,0.04,31,52.5,medium_term_home_rental,1,2
613503537492295661,355345015,Sant Martí de Provençals,Private room,41.41373,2.19682,19.0,7,151,0.33,32,18.6,medium_term_room_rental,0,0
613566168101599936,355345015,el Raval,Private room,41.37646,2.16791,21.0,7,165,0.5,32,19.4,medium_term_room_rental,0,0
613566586439328007,455185866,la Dreta de l'Eixample,Entire home/apt,41.389565,2.163969,252.0,15,160,0.03,31,49.6,medium_term_home_rental,0,1
613625883779020479,346367515,la Dreta de l'Eixample,Entire home/apt,41.39800110220567,2.175111158234418,136.0,514,266,,32,84.6,medium_term_home_rental,1,3
614037380661464506,1709128,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38935,2.17955,45.0,4,365,0.47,32,60.2,medium_term_home_rental,1,2
614192219450141466,264070042,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,41.40886,2.16357,148.0,6,126,4.29,4,47.2,commercial,0,1
614232491138464884,253465692,el Barri Gòtic,Entire home/apt,41.3823,2.178,80.0,31,222,0.25,32,53.9,medium_term_home_rental,1,2
614351135540159742,447375626,la Dreta de l'Eixample,Entire home/apt,41.39256,2.16376,352.0,170,31,0.04,32,51.5,medium_term_home_rental,0,1
614797680499690640,3866253,Horta,Private room,41.432941,2.154836,78.0,1,364,0.05,32,29.9,medium_term_room_rental,0,1
614833258014141397,454228487,Hostafrancs,Entire home/apt,41.37754,2.14555,175.0,39,67,0.83,1,45.8,commercial,0,1
614833514285655087,454228487,la Font de la Guatlla,Entire home/apt,41.37174,2.14864,175.0,39,57,0.94,1,45.3,commercial,0,1
614958675804064331,443056621,el Besòs i el Maresme,Entire home/apt,41.41392,2.21264,131.0,13,41,2.51,4,42.9,commercial,0,1
615069408491551484,346367515,la Vila de Gràcia,Entire home/apt,41.4036900689802,2.150649481370904,147.0,514,62,0.03,32,73.4,medium_term_home_rental,1,2
615078443434449671,362312215,el Barri Gòtic,Entire home/apt,41.381184,2.175347,555.0,11,266,3.18,3,55.1,commercial,1,2
615164711592437659,370686449,el Raval,Entire home/apt,41.38103,2.16823,,1,189,0.11,360,40.3,commercial,1,2
615552802893797485,3556337,la Dreta de l'Eixample,Entire home/apt,41.3881554,2.1683187,130.0,84,322,3.69,1,62.5,commercial,1,2
615563678866925443,4459553,Sant Antoni,Entire home/apt,41.37715,2.15739,180.0,216,339,1.56,1,71.1,commercial,1,2
615702048119626116,265193861,el Raval,Entire home/apt,41.38437,2.16984,93.0,162,197,0.09,32,60.2,medium_term_home_rental,1,2
615703356504949452,265193861,Vilapicina i la Torre Llobeta,Entire home/apt,41.42899,2.18152,190.0,162,232,,32,62.1,medium_term_home_rental,1,2
615753006314681257,443056621,el Besòs i el Maresme,Entire home/apt,41.41606,2.21361,129.0,13,38,2.34,4,42.7,commercial,0,1
615783379480161875,388714704,la Dreta de l'Eixample,Private room,41.38989,2.16713,,43,318,0.06,1,29.9,casual,0,1
615785639255363444,388714704,la Dreta de l'Eixample,Private room,41.39015,2.16522,,43,341,0.15,1,31.1,casual,0,1
615792118555969802,388714704,la Dreta de l'Eixample,Private room,41.39136,2.16707,,43,341,0.16,1,31.1,casual,0,1
615794458278419978,388714704,la Dreta de l'Eixample,Private room,41.38974,2.16503,,43,340,2.59,1,31.1,casual,0,1
615801939387319841,388714704,la Dreta de l'Eixample,Private room,41.39136,2.16688,,43,340,0.31,1,31.1,casual,0,1
615809038593645680,388714704,la Dreta de l'Eixample,Private room,41.38999,2.1649,,43,153,0.1,1,20.8,casual,0,0
615811294814687103,388714704,la Dreta de l'Eixample,Private room,41.39103,2.16705,,43,306,0.17,1,29.2,casual,0,1
615813250667408743,388714704,la Dreta de l'Eixample,Private room,41.39137,2.16701,,43,316,,1,29.8,casual,0,1
615959410108699213,253465692,el Barri Gòtic,Entire home/apt,41.38201,2.17684,80.0,31,241,0.19,32,54.9,medium_term_home_rental,1,2
616286146310894922,43153994,la Barceloneta,Entire home/apt,41.37925598741941,2.189332176721201,95.0,1,83,0.11,32,44.5,medium_term_home_rental,0,1
617340565353319819,49921153,el Raval,Private room,41.37706,2.16633,,1,1,0.19,31,10.0,medium_term_room_rental,0,0
617782097807907933,4039955,el Poble Sec,Entire home/apt,41.37481377298749,2.165915878580806,279.0,6,312,4.99,2,57.4,commercial,1,2
617856136471682376,47171261,l'Antiga Esquerra de l'Eixample,Entire home/apt,41.38646,2.15505,152.0,66,213,0.07,32,55.4,medium_term_home_rental,1,2
617933317755572818,4085156,la Sagrada Família,Entire home/apt,41.4092,2.17884,267.0,19,71,1.4,1,44.9,commercial,0,1
617938058269324379,4085156,la Sagrada Família,Entire home/apt,41.40844,2.17802,271.0,19,72,0.9,1,45.0,commercial,0,1
617943676177286708,231081548,la Barceloneta,Entire home/apt,41.38083,2.19025,48.0,4,330,0.28,31,58.3,medium_term_home_rental,1,2
617996001939648822,229870186,la Vila de Gràcia,Entire home/apt,41.40453,2.15912,40.0,2,300,0.7,32,56.5,medium_term_home_rental,1,2
618603142814296630,193874212,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38741,2.18025,45.0,29,245,,32,55.0,medium_term_home_rental,1,2
618732890862120028,2608358,la Sagrada Família,Private room,41.40705,2.17299,30.0,1,364,0.19,90,19.9,medium_term_room_rental,0,1
618810235069029973,10180380,el Poble Sec,Entire home/apt,41.37405,2.15907,80.0,3,242,0.24,32,53.4,medium_term_home_rental,1,2
619220273317313173,299462,la Sagrada Família,Entire home/apt,41.40408,2.17854,116.0,130,313,2.89,2,64.7,commercial,1,2
619221117496490646,299462,el Raval,Entire home/apt,41.38496,2.16565,156.0,130,237,2.91,2,60.5,commercial,1,2
619353041682327048,16942638,la Barceloneta,Entire home/apt,41.37716,2.18988,68.0,9,343,0.43,31,59.3,medium_term_home_rental,1,2
619368688816247638,28388457,la Vila Olímpica del Poblenou,Entire home/apt,41.392536,2.191884,274.0,18,61,0.52,3,44.3,commercial,0,1
619438695627475960,207558702,el Putxet i el Farró,Entire home/apt,41.41023,2.14566,104.0,2,275,0.4,31,55.1,medium_term_home_rental,1,2
619461011254781522,419585611,la Bordeta,Private room,41.36914,2.13196,50.0,1,364,0.03,31,29.9,medium_term_room_rental,0,1
619876642449748989,362312215,el Barri Gòtic,Entire home/apt,41.379837,2.176643,349.0,11,348,2.1,3,59.7,commercial,1,2
619942754220340478,17017614,el Raval,Entire home/apt,41.37919,2.1667,600.0,1,365,0.03,31,60.0,medium_term_home_rental,1,2
620093671409681363,394270439,la Dreta de l'Eixample,Entire home/apt,41.38974,2.16242,403.0,38,335,2.98,3,60.5,commercial,1,2
620095027066092309,394270439,la Sagrada Família,Entire home/apt,41.40221,2.17521,210.0,38,322,2.76,4,59.8,commercial,1,2
620095461227530822,394270439,Sant Antoni,Entire home/apt,41.38259,2.16135,222.0,38,334,2.47,4,60.5,commercial,1,2
620100163373749416,457584036,el Parc i la Llacuna del Poblenou,Private room,41.39123,2.1857,83.0,1,77,1.57,31,14.2,medium_term_room_rental,0,0
620124177721180691,394270439,la Dreta de l'Eixample,Entire home/apt,41.39713,2.16627,698.0,38,321,2.78,4,59.7,commercial,1,2
620124344325971258,394270439,la Dreta de l'Eixample,Entire home/apt,41.39905,2.16797,433.0,38,323,2.81,1,59.9,commercial,1,2
620124794453587612,394270439,el Fort Pienc,Entire home/apt,41.39431,2.17829,172.0,38,310,2.82,4,59.1,commercial,1,2
620124968007952502,394270439,l'Antiga Esquerra de l'Eixample,Entire home/apt,41.39035,2.16055,279.0,38,315,2.9,4,59.4,commercial,1,2
620125191250354027,394270439,la Dreta de l'Eixample,Entire home/apt,41.39695,2.16849,211.0,38,305,1.47,4,58.9,commercial,1,2
620231613489273757,377498115,el Camp de l'Arpa del Clot,Entire home/apt,41.4088923,2.1806507,200.0,4,310,2.49,3,57.2,commercial,1,2
620278737585492454,237253714,el Raval,Shared room,41.38139,2.16603,76.0,1,259,0.03,31,24.2,medium_term_room_rental,0,1
620633877155596852,32037490,Sant Antoni,Entire home/apt,41.38281,2.16255,300.0,257,195,1.13,2,65.6,commercial,1,2
620699701757362385,4260952,la Dreta de l'Eixample,Entire home/apt,41.3908461,2.1782345,66.0,11,5,0.41,1,40.8,commercial,0,1
620719668286684052,193874212,el Poblenou,Entire home/apt,41.3978,2.19511,61.0,29,258,,32,55.8,medium_term_home_rental,1,2
620835288540909675,394270439,el Fort Pienc,Entire home/apt,41.39251,2.18077,220.0,38,330,2.24,4,60.2,commercial,1,2
622091179379166142,267383539,la Font de la Guatlla,Entire home/apt,41.37044783402215,2.145813679798752,182.0,1,197,6.1,2,50.8,commercial,1,2
622872037196374992,8065928,el Poble Sec,Private room,41.3737,2.16884,300.0,1,270,,35,24.8,medium_term_room_rental,0,1
622874695447400315,457389299,"Vallvidrera, el Tibidabo i les Planes",Private room,41.41734,2.11557,,5,358,,365,19.8,medium_term_room_rental,0,1
622902001580839249,346367515,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,41.40315275714849,2.1645471629684354,137.0,514,278,,32,85.2,medium_term_home_rental,1,3
623653558972433630,406528119,el Poble Sec,Private room,41.3746263,2.1678581,271.0,2,4,5.9,1,10.2,casual,0,0
623667528829180751,370718107,el Parc i la Llacuna del Poblenou,Entire home/apt,41.39555,2.19291,181.0,48,76,2.54,1,46.9,commercial,0,1
623681053697731367,238724735,el Guinardó,Entire home/apt,41.4229,2.17189,181.0,22,70,0.45,3,45.0,commercial,0,1
623881334837441639,443799786,Sant Antoni,Private room,41.38048,2.15658,80.0,1,365,0.25,31,30.0,medium_term_room_rental,0,1
624244105523175579,396231020,la Dreta de l'Eixample,Entire home/apt,41.397106,2.167724,189.0,1,231,0.4,32,52.6,medium_term_home_rental,1,2
624455119233938406,451845084,el Parc i la Llacuna del Poblenou,Entire home/apt,41.39362224430421,2.189408081857084,110.0,2,365,,31,60.1,medium_term_home_rental,1,2
624457760841318217,346367515,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.386989958987314,2.180445493607824,117.0,514,286,0.05,32,85.7,medium_term_home_rental,1,3
625003571214615119,457389299,"Vallvidrera, el Tibidabo i les Planes",Private room,41.41539,2.11136,,5,364,,365,20.2,medium_term_room_rental,0,1
625262449163269463,456510964,la Sagrada Família,Private room,41.4065695,2.1715543,45.0,1,301,7.1,1,26.5,casual,0,1
625770334310569987,250042982,el Raval,Entire home/apt,41.375851,2.173257,,55,289,0.16,4,59.0,commercial,1,2
625827863792252875,417657860,la Dreta de l'Eixample,Entire home/apt,41.39500820000001,2.1636675,176.0,1,239,0.66,31,53.1,medium_term_home_rental,1,2
625926874214362142,129874394,la Nova Esquerra de l'Eixample,Entire home/apt,41.3858,2.14526,30.0,1,256,,31,54.0,medium_term_home_rental,1,2
626485828979338493,3678711,el Guinardó,Entire home/apt,41.41255,2.17379,219.0,13,107,0.32,2,46.5,commercial,0,1
626620718656305911,58980963,Can Baró,Entire home/apt,41.41709,2.16042,173.0,2,97,2.04,1,45.3,commercial,0,1
626656358241181137,1310304,la Nova Esquerra de l'Eixample,Entire home/apt,41.38076,2.14431,61.0,47,146,0.27,32,50.7,medium_term_home_rental,0,1
626689926992076504,1310304,Hostafrancs,Entire home/apt,41.37607,2.14505,58.0,47,100,0.2,32,48.1,medium_term_home_rental,0,1
627213418141012964,11319402,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38587,2.18172,150.0,1,365,,32,60.0,medium_term_home_rental,1,2
627265064954604092,299462,el Barri Gòtic,Entire home/apt,41.381993660513416,2.180631192238125,142.0,130,305,2.38,2,64.2,commercial,1,2
627265292877158257,299462,l'Antiga Esquerra de l'Eixample,Entire home/apt,41.38694,2.15946,120.0,130,301,1.62,2,64.0,commercial,1,2
627902966300049789,346367515,la Vila de Gràcia,Entire home/apt,41.403902925474114,2.1532359096060856,187.0,514,295,0.04,32,86.2,medium_term_home_rental,1,3
627956207400888990,459330121,el Fort Pienc,Private room,41.40076,2.17836,,1,7,1.13,5,10.3,casual,0,0
627960131995905508,459330470,"Sant Pere, Santa Caterina i la Ribera",Private room,41.3813876,2.1833844,169.0,4,82,3.02,1,14.6,casual,0,0
628228788725922507,73546,el Raval,Entire home/apt,41.37960815429688,2.164077043533325,67.0,2,68,0.14,31,43.7,medium_term_home_rental,0,1
629289044053161975,32037490,Sant Antoni,Entire home/apt,41.38221,2.16258,307.0,257,199,1.5,2,65.8,commercial,1,2
629298564757960659,32037490,Sant Antoni,Entire home/apt,41.38099,2.16278,265.0,257,154,1.32,2,63.4,commercial,0,1
629303927617545963,32037490,Sant Antoni,Entire home/apt,41.38281,2.16226,292.0,257,194,1.67,2,65.6,commercial,1,2
629308395351117248,32037490,Sant Antoni,Entire home/apt,41.38298,2.16264,349.0,257,194,2.21,2,65.6,commercial,1,2
629315933057462869,32037490,Sant Antoni,Entire home/apt,41.38207,2.16076,258.0,257,180,1.11,2,64.8,commercial,0,1
629321625066354466,32037490,Sant Antoni,Entire home/apt,41.38149,2.16261,331.0,257,168,2.43,2,64.1,commercial,0,1
629418939870050436,32037490,Sant Antoni,Entire home/apt,41.38268,2.16243,301.0,257,183,2.24,2,65.0,commercial,0,1
629454524394812944,23923228,la Sagrada Família,Entire home/apt,41.40879,2.17545,600.0,5,253,0.03,5,54.1,commercial,1,2
629464297530010453,193874212,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38743,2.17986,80.0,29,268,0.06,32,56.3,medium_term_home_rental,1,2
629497618747603407,129000409,Hostafrancs,Entire home/apt,41.37415,2.14232,203.0,14,343,3.76,1,59.6,commercial,1,2
630113123198107756,193874212,la Nova Esquerra de l'Eixample,Entire home/apt,41.37992,2.15436,130.0,29,210,1.39,330,43.1,commercial,1,2
630144914852978389,184427141,el Barri Gòtic,Private room,41.384621,2.177447,217.0,2,174,3.04,1,19.6,casual,0,0
630164181422001308,299462,la Dreta de l'Eixample,Entire home/apt,41.38933,2.17317,187.0,130,322,1.51,2,65.2,commercial,1,2
630911387418046308,76881375,la Vila de Gràcia,Entire home/apt,41.397324,2.159261,613.0,1,145,6.53,1,47.9,commercial,0,1
630989815016968941,346367515,la Vila de Gràcia,Entire home/apt,41.40081524949815,2.1560698506630533,169.0,514,282,0.03,32,85.4,medium_term_home_rental,1,3
631020311845753579,394270439,Sant Antoni,Entire home/apt,41.37831,2.15394,175.0,38,343,1.66,4,61.0,commercial,1,2
631760606413807974,263691249,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,41.40441,2.21335,,3,361,0.76,2,59.9,commercial,1,2
632263041281340488,819214,Sant Antoni,Private room,41.378983239699416,2.162892600661785,84.0,1,365,,30,35.0,medium_term_room_rental,0,1
632625600441863809,3250728,Sant Antoni,Entire home/apt,41.384586,2.162561,253.0,9,331,0.33,31,58.6,medium_term_home_rental,1,2
633049228070975524,460489239,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,41.40503,2.16988,79.0,3,68,0.03,31,43.8,medium_term_home_rental,0,1
633065484057168951,346367515,Sant Antoni,Entire home/apt,41.3755,2.16347,,514,257,0.14,32,84.1,medium_term_home_rental,1,3
633196828552857673,460530913,la Vall d'Hebron,Private room,41.42479,2.14443,28.0,6,326,0.24,31,28.1,medium_term_room_rental,0,1
633307542875833935,275355109,Sant Gervasi - Galvany,Private room,41.39991,2.15054,106.0,3,363,0.1,31,30.0,medium_term_room_rental,0,1
633353759986464326,460582097,la Nova Esquerra de l'Eixample,Entire home/apt,41.38465,2.14422,80.0,1,327,0.23,31,57.9,medium_term_home_rental,1,2
633727747527584197,16942638,la Barceloneta,Entire home/apt,41.378178,2.190155,68.0,9,350,0.46,31,59.6,medium_term_home_rental,1,2
633808377169162918,346367515,Sant Antoni,Entire home/apt,41.37529,2.16502,,514,191,0.09,32,80.4,medium_term_home_rental,1,3
633826122213818574,32037490,Sant Antoni,Entire home/apt,41.38104,2.16255,276.0,257,171,2.03,2,64.3,commercial,0,1
633838670887844068,32037490,Sant Antoni,Entire home/apt,41.38102,2.16082,284.0,257,164,1.64,2,63.9,commercial,0,1
633845771112239944,32037490,Sant Antoni,Entire home/apt,41.38296,2.16055,276.0,257,186,2.97,2,65.1,commercial,1,2
633850880957474964,32037490,Sant Antoni,Entire home/apt,41.38105,2.16067,256.0,257,182,1.48,2,64.9,commercial,0,1
633866515325108632,32037490,Sant Antoni,Entire home/apt,41.3822,2.1608,263.0,257,171,2.12,2,64.3,commercial,0,1
634465818977632096,69815537,el Raval,Entire home/apt,41.382599,2.170705,359.0,4,184,0.62,31,50.2,medium_term_home_rental,1,2
634553776336898095,2320210,el Barri Gòtic,Entire home/apt,41.38322,2.17326,130.0,40,335,0.05,32,60.6,medium_term_home_rental,1,2
634601443915474911,2819397,el Barri Gòtic,Entire home/apt,41.383,2.17471,,14,212,0.14,360,42.4,commercial,1,2
634656498259590501,26059902,la Sagrera,Entire home/apt,41.42612,2.19136,65.0,20,269,0.36,32,55.8,medium_term_home_rental,1,2
634677796682925768,15708710,el Poble Sec,Entire home/apt,41.37408,2.16111,86.0,1,281,0.37,30,60.4,medium_term_home_rental,1,2
635307276650480550,461035632,les Corts,Private room,41.38927,2.1355,54.0,1,365,,31,30.0,medium_term_room_rental,0,1
635390589497826280,41736142,Sant Gervasi - Galvany,Entire home/apt,41.397308349609375,2.144078016281128,185.0,1,353,0.79,5,59.3,commercial,1,2
635426407936522040,1990327,el Raval,Private room,41.383575,2.169703,110.0,1,87,5.25,2,14.7,casual,0,0
635543487090751137,441187279,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,41.39975776291973,2.208731063662843,200.0,3,214,0.08,31,51.8,medium_term_home_rental,1,2
635943442519286467,346367515,la Sagrada Família,Entire home/apt,41.40257,2.17602,138.0,514,231,0.06,32,82.6,medium_term_home_rental,1,3
635976615699376862,447375626,el Putxet i el Farró,Entire home/apt,41.4090736,2.1463304,154.0,170,157,0.05,32,58.5,medium_term_home_rental,0,1
636581892170480415,241046485,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,41.38943,2.17882,72.0,4,280,0.34,33,55.5,medium_term_home_rental,1,2
636612036301815803,461319552,el Raval,Private room,41.37702,2.16826,19.0,1,300,0.06,31,26.4,medium_term_room_rental,0,1
636655325451341783,22605933,la Vila de Gràcia,Private room,41.402092,2.160354,58.0,1,134,4.59,1,17.3,casual,0,0
636761271918806414,459330470,"Sant Pere, Santa Caterina i la Ribera",Private room,41.38138961791992,2.18338394165039,,4,67,0.35,1,13.8,casual,0,0
636828911530563011,441187279,l'Antiga Esquerra de l'Eixample,Entire home/apt,41.389526,2.158062,236.0,3,36,2.53,3,42.0,commercial,0,1
637195697580635240,18106787,el Barri Gòtic,Private room,41.3858,2.1714,130.0,2,60,2.86,3,13.3,casual,0,0
637529350254259653,144259355,Sants - Badal,Entire home/apt,41.3723,2.12695,175.0,16,36,0.83,3,42.8,commercial,0,1
637661402684941139,455799150,la Dreta de l'Eixample,Entire home/apt,41.39365500228053,2.1603937149048003,295.0,4,273,3.3,5,55.1,commercial,1,2
638134891584052251,346367515,la Dreta de l'Eixample,Entire home/apt,41.39423,2.16491,259.0,514,303,,32,86.6,medium_term_home_rental,1,3
638158839824519769,394270439,el Poble Sec,Entire home/apt,41.37355,2.1678,216.0,38,341,2.98,4,60.8,commercial,1,2
638346890763288510,255832697,la Vila de Gràcia,Entire home/apt,41.400047,2.157452,171.0,1,341,,2,58.7,commercial,1,2
638363133062684374,246960898,"Sant Pere, Santa Caterina i la Ribera",Private room,41.3876588,2.1780746,36.0,3,238,0.29,3,23.1,casual,0,1
638402738585727778,160922996,el Poblenou,Entire home/apt,41.40312,2.206,252.0,1,254,3.3,3,53.9,commercial,1,2
638416109895141832,33121540,el Poblenou,Entire home/apt,41.40331,2.20665,,1,40,0.43,32,42.1,medium_term_home_rental,0,1
638431762310242626,459330470,"Sant Pere, Santa Caterina i la Ribera",Private room,41.38138961791992,2.18338394165039,214.0,4,47,0.21,1,12.7,casual,0,0
638445952966254794,459330470,"Sant Pere, Santa Caterina i la Ribera",Private room,41.38138961791992,2.18338394165039,158.0,4,59,4.03,1,13.4,casual,0,0
638668140826551216,32037490,Sant Antoni,Entire home/apt,41.38061,2.16272,232.0,257,202,1.02,2,66.0,commercial,1,2
638683957539706246,32037490,Sant Antoni,Entire home/apt,41.38115,2.16068,345.0,257,176,1.95,2,64.6,commercial,0,1
638700302223470933,32037490,Sant Antoni,Entire home/apt,41.38284,2.16087,297.0,257,201,1.51,2,66.0,commercial,1,2
638791995198021450,32037490,Sant Antoni,Entire home/apt,41.38269,2.16238,279.0,257,185,2.71,2,65.1,commercial,1,2
638889726879581899,134718763,el Guinardó,Private room,41.4227,2.17359,45.0,1,70,5.86,1,13.8,casual,0,0
639084111497578120,20730246,el Fort Pienc,Entire home/apt,41.39355,2.17751,300.0,1,365,,31,60.0,medium_term_home_rental,1,2
639219734743882558,27008590,Sant Gervasi - Galvany,Entire home/apt,41.39934,2.14417,182.0,10,248,2.4,2,54.1,commercial,1,2
639222510147452452,27008590,Sant Gervasi - Galvany,Entire home/apt,41.39965,2.14388,182.0,10,344,1.5,2,59.4,commercial,1,2
639223481399242509,27008590,Sant Gervasi - Galvany,Entire home/apt,41.40158,2.14387,154.0,10,4,1.92,2,40.7,commercial,0,1
639224424789847854,27008590,Sant Gervasi - Galvany,Entire home/apt,41.39928362905568,2.143545013202216,177.0,10,253,1.55,2,54.4,commercial,1,2
639225290012118694,27008590,Sant Gervasi - Galvany,Entire home/apt,41.39926,2.14385,,10,255,2.72,2,54.5,commercial,1,2
639532767514790712,3556337,el Poble Sec,Entire home/apt,41.37239,2.14985,158.0,84,312,4.05,1,61.9,commercial,1,2
639535093685040414,3556337,Sant Antoni,Entire home/apt,41.37843,2.15781,160.0,84,274,3.51,1,59.9,commercial,1,2
639598921534231203,322663600,Sant Gervasi - la Bonanova,Entire home/apt,41.40347329999999,2.1271112,120.0,1,273,0.03,31,54.9,medium_term_home_rental,1,2
639617073394181889,462008397,la Vila de Gràcia,Private room,41.4046,2.1573,49.0,1,269,,31,24.7,medium_term_room_rental,0,1
639645449116057856,461820156,el Barri Gòtic,Private room,41.386204,2.175289,45.0,23,134,,32,18.6,medium_term_room_rental,0,0
